order_id,customer_id,order_date,order_status,channel,payment_method
O0007761,C04729,2025-09-06,Concluído,Marketplace,Cartão
O0007762,C04729,2025-02-20,Concluído,Marketplace,Cartão
O0007763,C04729,2024-01-01,Concluído,Marketplace,Cartão
O0007764,C04729,2023-02-04,Concluído,App,Cartão
O0007765,C04729,2023-12-23,Concluído,Marketplace,Cartão
O0007766,C04729,2024-10-15,Concluído,Site,Boleto
O0007767,C04528,2025-05-08,Concluído,App,Cartão
O0007768,C04528,2025-05-26,Concluído,App,Carteira digital
O0007769,C04528,2025-06-13,Concluído,Site,Cartão
O0007770,C04528,2025-06-27,Concluído,Marketplace,Cartão
O0007771,C04528,2025-04-29,Concluído,App,Cartão
O0007772,C04528,2025-06-15,Concluído,Site,Carteira digital
O0007773,C04528,2025-05-29,Concluído,Site,Boleto
O0007774,C04528,2025-06-07,Concluído,Site,Cartão
O0007775,C04528,2025-05-11,Concluído,Site,Boleto
O0007776,C04528,2025-06-18,Concluído,Marketplace,Cartão
O0007777,C04528,2025-06-30,Concluído,Marketplace,PIX
O0007778,C04528,2025-04-27,Concluído,Site,PIX
O0007779,C00890,2024-02-29,Concluído,App,PIX
O0007780,C00890,2023-12-29,Cancelado,App,Boleto
O0007781,C00890,2023-09-20,Concluído,Marketplace,Cartão
O0007782,C00890,2024-07-20,Concluído,Marketplace,Cartão
O0007783,C00890,2024-03-15,Concluído,Site,Cartão
O0007784,C00890,2025-05-31,Concluído,App,PIX
O0007785,C00890,2025-08-27,Concluído,Site,Carteira digital
O0007786,C02110,2024-03-19,Concluído,App,Cartão
O0007787,C02110,2024-02-29,Concluído,Site,Cartão
O0007788,C02110,2024-01-24,Concluído,Site,Boleto
O0007789,C02966,2024-02-11,Concluído,App,Boleto
O0007790,C01450,2025-09-29,Concluído,Site,Cartão
O0007791,C01450,2025-06-15,Concluído,Site,PIX
O0007792,C01450,2025-08-21,Concluído,Marketplace,PIX
O0007793,C04050,2025-10-01,Concluído,Site,PIX
O0007794,C03283,2023-07-15,Concluído,Site,Cartão
O0007795,C03283,2024-12-08,Concluído,Site,Carteira digital
O0007796,C04800,2025-12-01,Concluído,Site,Boleto
O0007797,C04800,2025-01-02,Concluído,App,Cartão
O0007798,C04670,2025-07-15,Concluído,Site,Cartão
O0007799,C00117,2025-03-12,Concluído,Site,Boleto
O0007800,C00117,2025-03-17,Concluído,Site,Cartão
O0007801,C00117,2025-11-20,Concluído,Site,Cartão
O0007802,C02606,2025-11-23,Concluído,Marketplace,Cartão
O0007803,C02606,2025-03-06,Concluído,Site,Cartão
O0007804,C02606,2025-08-25,Concluído,App,Cartão
O0007805,C03832,2025-03-30,Cancelado,Marketplace,Boleto
O0007806,C03832,2023-11-07,Concluído,App,Carteira digital
O0007807,C03832,2023-11-28,Concluído,Site,Cartão
O0007808,C03832,2024-12-30,Concluído,App,Carteira digital
O0007809,C03832,2025-12-16,Concluído,Site,Cartão
O0007810,C00517,2025-10-19,Concluído,App,Cartão
O0007811,C00779,2025-07-06,Concluído,Marketplace,Carteira digital
O0007812,C00779,2024-08-23,Concluído,App,PIX
O0007813,C00779,2025-10-10,Concluído,Site,Cartão
O0007814,C00779,2024-10-29,Concluído,Site,PIX
O0007815,C00779,2024-04-16,Concluído,Marketplace,Cartão
O0007816,C00779,2025-09-09,Concluído,Site,PIX
O0007817,C01226,2025-03-05,Concluído,Site,PIX
O0007818,C01226,2025-05-29,Concluído,Site,PIX
O0007819,C01226,2023-12-09,Concluído,Marketplace,Cartão
O0007820,C01226,2024-12-01,Concluído,App,Boleto
O0007821,C01226,2024-04-14,Concluído,Site,PIX
O0007822,C01226,2024-06-04,Concluído,Site,Carteira digital
O0007823,C01226,2024-12-15,Cancelado,App,Cartão
O0007824,C01226,2024-06-07,Concluído,Marketplace,Cartão
O0007825,C01226,2025-04-08,Concluído,Site,PIX
O0007826,C01226,2025-12-20,Concluído,Marketplace,Cartão
O0007827,C02891,2024-05-03,Concluído,App,Cartão
O0007828,C02891,2023-11-15,Concluído,Marketplace,Cartão
O0007829,C02704,2025-02-20,Concluído,Site,Cartão
O0007830,C02704,2025-10-13,Concluído,App,Carteira digital
O0007831,C02704,2024-09-11,Concluído,Site,Cartão
O0007832,C02704,2023-06-01,Concluído,App,PIX
O0007833,C02704,2023-01-21,Concluído,Marketplace,Boleto
O0007834,C02704,2025-02-02,Concluído,Site,Cartão
O0007835,C02323,2025-11-10,Concluído,App,Cartão
O0007836,C02323,2025-12-04,Concluído,Site,Cartão
O0007837,C02323,2025-01-04,Concluído,Site,Cartão
O0007838,C02323,2025-09-16,Concluído,Site,Cartão
O0007839,C02929,2024-08-29,Concluído,Site,Carteira digital
O0007840,C02407,2025-02-11,Concluído,Marketplace,PIX
O0007841,C02407,2025-02-01,Concluído,App,Cartão
O0007842,C02826,2025-07-09,Concluído,App,Cartão
O0007843,C02826,2024-10-24,Concluído,Marketplace,PIX
O0007844,C04377,2025-12-29,Concluído,App,PIX
O0007845,C04377,2025-12-30,Concluído,App,Cartão
O0007846,C04377,2025-12-13,Concluído,Site,Carteira digital
O0007847,C04377,2025-12-21,Concluído,App,Boleto
O0007848,C04377,2025-12-27,Concluído,Marketplace,Cartão
O0007849,C03586,2023-12-11,Concluído,Site,Cartão
O0007850,C00463,2023-08-02,Concluído,Site,Cartão
O0007851,C00463,2024-01-09,Concluído,App,Cartão
O0007852,C00463,2025-11-28,Concluído,App,PIX
O0007853,C00463,2024-08-20,Concluído,Marketplace,Cartão
O0007854,C02960,2025-01-09,Concluído,Site,Cartão
O0007855,C02960,2025-10-21,Concluído,Site,Cartão
O0007856,C03817,2025-05-14,Concluído,Site,Cartão
O0007857,C03817,2025-08-23,Concluído,Site,Cartão
O0007858,C04654,2024-12-14,Concluído,App,Carteira digital
O0007859,C04433,2025-07-25,Concluído,Marketplace,Cartão
O0007860,C00053,2023-08-15,Concluído,Site,Cartão
O0007861,C00053,2023-06-21,Concluído,Site,PIX
O0007862,C01335,2025-07-10,Concluído,App,PIX
O0007863,C03022,2023-01-20,Cancelado,Marketplace,Cartão
O0007864,C03022,2024-03-03,Concluído,Marketplace,Cartão
O0007865,C00760,2025-07-28,Concluído,Site,Cartão
O0007866,C00760,2025-03-15,Concluído,Marketplace,Cartão
O0007867,C01117,2025-08-07,Concluído,Site,PIX
O0007868,C01117,2025-12-25,Concluído,App,Carteira digital
O0007869,C01117,2024-07-21,Concluído,Site,Cartão
O0007870,C01117,2024-04-10,Devolvido,Marketplace,Cartão
O0007871,C02686,2025-08-04,Concluído,Marketplace,Cartão
O0007872,C01400,2025-08-26,Concluído,App,Cartão
O0007873,C01400,2025-08-24,Concluído,App,Boleto
O0007874,C01400,2025-12-09,Concluído,Site,Carteira digital
O0007875,C02261,2025-08-30,Cancelado,Site,Cartão
O0007876,C02261,2025-02-22,Concluído,App,Cartão
O0007877,C02882,2025-11-15,Concluído,Marketplace,PIX
O0007878,C02882,2025-12-06,Concluído,Site,Cartão
O0007879,C02882,2025-12-15,Concluído,Site,Cartão
O0007880,C02882,2025-10-30,Concluído,App,Cartão
O0007881,C03872,2025-08-02,Concluído,Site,Carteira digital
O0007882,C03872,2025-02-11,Concluído,Marketplace,Cartão
O0007883,C03872,2023-10-08,Concluído,App,PIX
O0007884,C00886,2024-02-29,Concluído,Site,Cartão
O0007885,C03842,2025-01-30,Concluído,Site,Carteira digital
O0007886,C03842,2025-05-18,Concluído,Site,Cartão
O0007887,C03842,2024-12-01,Concluído,App,Cartão
O0007888,C03842,2025-09-03,Concluído,Site,Cartão
O0007889,C03842,2024-12-19,Concluído,App,Cartão
O0007890,C03842,2025-01-06,Concluído,Site,Cartão
O0007891,C00442,2025-09-21,Concluído,Marketplace,Carteira digital
O0007892,C03430,2025-05-15,Concluído,Site,Boleto
O0007893,C01089,2025-09-01,Concluído,Site,Boleto
O0007894,C01089,2025-09-16,Concluído,App,Boleto
O0007895,C01089,2025-11-04,Concluído,App,Carteira digital
O0007896,C01089,2025-11-18,Concluído,App,Cartão
O0007897,C01089,2025-10-01,Concluído,Site,Carteira digital
O0007898,C01089,2025-09-02,Concluído,Site,Cartão
O0007899,C01089,2025-09-24,Concluído,App,Cartão
O0007900,C04263,2025-10-30,Concluído,Site,Cartão
O0007901,C04263,2025-10-12,Concluído,Marketplace,PIX
O0007902,C04263,2025-11-22,Concluído,Site,Cartão
O0007903,C04296,2024-10-05,Cancelado,App,PIX
O0007904,C04296,2025-07-29,Concluído,Site,Cartão
O0007905,C01075,2025-12-26,Concluído,App,PIX
O0007906,C01075,2025-12-16,Concluído,Site,PIX
O0007907,C01065,2025-10-29,Concluído,Site,Cartão
O0007908,C03080,2025-03-22,Concluído,App,Cartão
O0007909,C03080,2024-09-27,Concluído,Marketplace,Cartão
O0007910,C03080,2024-09-12,Concluído,Site,Cartão
O0007911,C03437,2024-07-28,Concluído,Site,Cartão
O0007912,C03437,2024-06-26,Concluído,Marketplace,PIX
O0007913,C04231,2024-08-22,Concluído,Site,PIX
O0007914,C04231,2025-06-20,Concluído,Site,Carteira digital
O0007915,C03466,2024-11-21,Concluído,Marketplace,Cartão
O0007916,C00687,2023-10-06,Concluído,Marketplace,Cartão
O0007917,C02459,2025-04-15,Concluído,Marketplace,Cartão
O0007918,C02459,2025-01-06,Concluído,Marketplace,PIX
O0007919,C02459,2025-03-20,Concluído,Marketplace,Cartão
O0007920,C02459,2024-09-05,Cancelado,Site,Boleto
O0007921,C02459,2024-06-18,Concluído,Site,PIX
O0007922,C02459,2024-04-09,Concluído,Marketplace,PIX
O0007923,C00958,2025-06-16,Concluído,Site,PIX
O0007924,C03403,2023-09-07,Concluído,Site,PIX
O0007925,C03403,2023-06-20,Concluído,App,PIX
O0007926,C03403,2023-11-10,Concluído,App,Carteira digital
O0007927,C03403,2024-02-04,Concluído,Site,Cartão
O0007928,C03403,2024-05-18,Concluído,Site,PIX
O0007929,C03403,2025-08-13,Concluído,Site,Cartão
O0007930,C00927,2023-09-29,Concluído,Site,Cartão
O0007931,C02623,2025-02-11,Concluído,Site,Cartão
O0007932,C02623,2025-12-19,Concluído,Marketplace,PIX
O0007933,C02623,2025-08-14,Concluído,App,Cartão
O0007934,C02623,2025-11-13,Concluído,Site,Cartão
O0007935,C01257,2025-11-07,Concluído,App,PIX
O0007936,C01257,2024-11-20,Concluído,Site,PIX
O0007937,C01257,2025-11-13,Concluído,Site,Carteira digital
O0007938,C01257,2025-05-17,Concluído,Site,Carteira digital
O0007939,C01607,2025-10-13,Concluído,Marketplace,Cartão
O0007940,C01607,2024-11-07,Concluído,Site,PIX
O0007941,C01607,2024-07-16,Concluído,Site,Cartão
O0007942,C01607,2025-07-17,Concluído,App,PIX
O0007943,C01607,2025-10-30,Concluído,App,Cartão
O0007944,C01607,2025-12-22,Concluído,Site,Carteira digital
O0007945,C01607,2024-12-16,Concluído,App,Carteira digital
O0007946,C01607,2025-12-30,Concluído,Marketplace,PIX
O0007947,C01607,2025-10-19,Cancelado,Site,Carteira digital
O0007948,C01607,2025-08-23,Concluído,App,Boleto
O0007949,C00151,2025-08-11,Concluído,Site,Cartão
O0007950,C00405,2025-08-28,Concluído,App,Cartão
O0007951,C00405,2024-12-08,Concluído,App,Cartão
O0007952,C00405,2024-08-08,Concluído,Marketplace,Carteira digital
O0007953,C00405,2025-10-05,Concluído,Site,PIX
O0007954,C00405,2024-05-01,Concluído,Site,PIX
O0007955,C00405,2025-08-20,Concluído,Site,PIX
O0007956,C00405,2024-04-18,Concluído,Site,PIX
O0007957,C00405,2025-12-15,Concluído,Site,Cartão
O0007958,C00405,2025-11-02,Concluído,Site,PIX
O0007959,C00405,2025-09-08,Concluído,App,PIX
O0007960,C00405,2025-11-18,Concluído,Site,Cartão
O0007961,C00405,2025-03-24,Concluído,Marketplace,Cartão
O0007962,C00405,2025-08-30,Concluído,Site,Cartão
O0007963,C00405,2024-03-27,Concluído,Site,Carteira digital
O0007964,C00405,2024-08-10,Concluído,Site,Cartão
O0007965,C00405,2025-04-30,Concluído,Site,Cartão
O0007966,C00405,2025-09-15,Concluído,Site,Boleto
O0007967,C04196,2024-09-19,Concluído,Marketplace,Boleto
O0007968,C04196,2023-12-29,Cancelado,Marketplace,Cartão
O0007969,C04196,2025-08-16,Concluído,App,Cartão
O0007970,C03427,2024-08-21,Concluído,Site,Cartão
O0007971,C03427,2025-08-31,Concluído,Site,PIX
O0007972,C03427,2024-12-12,Concluído,Site,PIX
O0007973,C02403,2025-11-11,Concluído,Marketplace,PIX
O0007974,C02403,2024-10-02,Concluído,Site,Cartão
O0007975,C02403,2025-09-13,Concluído,App,Cartão
O0007976,C02403,2024-03-26,Concluído,App,PIX
O0007977,C03581,2025-05-08,Concluído,Marketplace,Cartão
O0007978,C01786,2024-01-15,Concluído,Site,Carteira digital
O0007979,C01485,2024-07-01,Concluído,Marketplace,Cartão
O0007980,C01485,2024-06-15,Concluído,App,Boleto
O0007981,C03376,2023-05-27,Concluído,Site,Cartão
O0007982,C02569,2024-12-08,Concluído,Site,Carteira digital
O0007983,C01237,2025-12-18,Concluído,Marketplace,Cartão
O0007984,C01237,2025-09-13,Concluído,Site,Cartão
O0007985,C01803,2024-09-14,Concluído,Marketplace,Boleto
O0007986,C01803,2025-08-13,Concluído,Marketplace,Cartão
O0007987,C04315,2025-08-18,Concluído,Marketplace,Cartão
O0007988,C04315,2025-11-07,Concluído,Site,PIX
O0007989,C04315,2025-11-19,Concluído,Site,Cartão
O0007990,C04315,2025-12-23,Concluído,Site,Cartão
O0007991,C04315,2025-12-09,Concluído,Site,Cartão
O0007992,C04315,2025-10-28,Concluído,Site,Cartão
O0007993,C04315,2025-09-07,Concluído,Site,Cartão
O0007994,C04315,2025-12-30,Concluído,Site,Cartão
O0007995,C04315,2025-11-11,Cancelado,Site,Cartão
O0007996,C04315,2025-10-16,Concluído,Site,PIX
O0007997,C04315,2025-08-30,Concluído,Site,Boleto
O0007998,C04315,2025-09-26,Concluído,App,Cartão
O0007999,C04315,2025-11-24,Concluído,Marketplace,Cartão
O0008000,C04315,2025-09-27,Concluído,Marketplace,Cartão
O0008001,C04315,2025-09-20,Cancelado,Site,Cartão
O0008002,C04315,2025-12-15,Concluído,App,Cartão
O0008003,C04315,2025-10-02,Concluído,App,PIX
O0008004,C03916,2023-03-15,Concluído,App,Cartão
O0008005,C02545,2024-06-21,Concluído,Site,Cartão
O0008006,C02545,2023-03-03,Concluído,Marketplace,Cartão
O0008007,C03370,2024-07-16,Concluído,Site,Cartão
O0008008,C03218,2024-12-15,Concluído,Marketplace,PIX
O0008009,C03218,2024-05-22,Concluído,Site,Cartão
O0008010,C03218,2025-08-18,Concluído,Site,Cartão
O0008011,C03218,2025-12-20,Concluído,Site,Cartão
O0008012,C03218,2025-05-26,Concluído,Marketplace,Cartão
O0008013,C03099,2025-01-01,Cancelado,Site,PIX
O0008014,C01113,2024-12-16,Concluído,Marketplace,Boleto
O0008015,C03375,2024-10-16,Concluído,App,PIX
O0008016,C03784,2025-05-09,Concluído,Marketplace,Cartão
O0008017,C03784,2025-02-25,Concluído,Site,Cartão
O0008018,C03784,2023-03-15,Concluído,Site,Carteira digital
O0008019,C03784,2025-01-26,Concluído,Site,PIX
O0008020,C03250,2025-06-21,Concluído,Site,Cartão
O0008021,C03250,2025-06-02,Concluído,App,PIX
O0008022,C03250,2025-04-30,Concluído,Site,Boleto
O0008023,C01834,2025-08-14,Concluído,App,Cartão
O0008024,C01834,2025-02-24,Concluído,Marketplace,PIX
O0008025,C01861,2024-12-20,Concluído,Site,PIX
O0008026,C01667,2024-11-27,Concluído,App,Carteira digital
O0008027,C01667,2024-10-09,Concluído,Marketplace,Cartão
O0008028,C03004,2024-06-18,Concluído,Site,PIX
O0008029,C03004,2024-06-26,Concluído,Marketplace,Carteira digital
O0008030,C01535,2025-08-12,Concluído,Site,PIX
O0008031,C04836,2025-12-22,Cancelado,Site,Cartão
O0008032,C03336,2025-11-27,Concluído,App,PIX
O0008033,C03336,2025-10-21,Concluído,Site,Boleto
O0008034,C03336,2025-07-06,Concluído,App,Cartão
O0008035,C03336,2025-07-19,Concluído,Site,PIX
O0008036,C03336,2025-10-18,Concluído,Site,Cartão
O0008037,C03336,2025-10-31,Concluído,Marketplace,Boleto
O0008038,C03336,2025-12-22,Concluído,Marketplace,PIX
O0008039,C03336,2025-09-27,Concluído,Site,Boleto
O0008040,C03336,2025-09-01,Concluído,Site,Cartão
O0008041,C03336,2025-09-01,Concluído,Site,Boleto
O0008042,C03336,2025-07-24,Concluído,Marketplace,PIX
O0008043,C00721,2023-01-19,Concluído,Marketplace,PIX
O0008044,C00721,2024-08-02,Concluído,Site,Cartão
O0008045,C00721,2023-07-19,Concluído,Site,Carteira digital
O0008046,C04708,2023-09-21,Concluído,Site,Boleto
O0008047,C04708,2025-06-02,Concluído,Site,PIX
O0008048,C01291,2023-11-19,Concluído,App,Cartão
O0008049,C01291,2024-12-26,Concluído,Site,Boleto
O0008050,C01291,2025-01-13,Concluído,App,Cartão
O0008051,C01291,2024-04-06,Concluído,Site,Boleto
O0008052,C01291,2024-11-02,Concluído,Site,Cartão
O0008053,C01291,2024-08-03,Concluído,App,Boleto
O0008054,C01291,2025-05-07,Concluído,App,Boleto
O0008055,C01291,2024-06-17,Concluído,Marketplace,Boleto
O0008056,C04400,2024-06-29,Concluído,Site,PIX
O0008057,C04400,2024-10-31,Concluído,Site,PIX
O0008058,C04400,2024-12-10,Concluído,Site,Carteira digital
O0008059,C01015,2024-03-07,Concluído,App,Cartão
O0008060,C01015,2024-06-20,Concluído,Site,PIX
O0008061,C01015,2023-02-19,Concluído,Marketplace,Carteira digital
O0008062,C01015,2025-07-16,Concluído,Site,Cartão
O0008063,C04856,2025-04-03,Concluído,Site,Carteira digital
O0008064,C00478,2024-08-26,Concluído,App,Carteira digital
O0008065,C00478,2025-08-26,Concluído,Site,Cartão
O0008066,C00478,2024-04-10,Concluído,Marketplace,Cartão
O0008067,C00478,2025-09-14,Concluído,Marketplace,Boleto
O0008068,C00478,2024-03-11,Concluído,App,Cartão
O0008069,C01776,2023-11-28,Concluído,Site,Cartão
O0008070,C01776,2023-11-10,Concluído,Site,PIX
O0008071,C04404,2025-05-04,Concluído,Site,Cartão
O0008072,C03529,2025-11-16,Concluído,Site,PIX
O0008073,C02161,2024-05-19,Concluído,Marketplace,Cartão
O0008074,C01426,2023-09-07,Concluído,App,PIX
O0008075,C01426,2024-07-06,Concluído,App,PIX
O0008076,C01426,2023-12-03,Concluído,Site,PIX
O0008077,C00754,2023-03-27,Concluído,Site,Carteira digital
O0008078,C00754,2023-12-18,Concluído,Marketplace,PIX
O0008079,C03711,2023-05-03,Concluído,Site,PIX
O0008080,C03711,2024-11-27,Concluído,App,Carteira digital
O0008081,C01555,2025-01-26,Concluído,Site,Cartão
O0008082,C01555,2025-04-25,Concluído,Site,Boleto
O0008083,C01555,2025-02-06,Concluído,Site,Cartão
O0008084,C01316,2025-07-20,Concluído,Site,PIX
O0008085,C01316,2025-10-11,Concluído,Site,Cartão
O0008086,C02361,2025-02-26,Concluído,Marketplace,Cartão
O0008087,C04887,2024-01-01,Concluído,App,Cartão
O0008088,C04887,2024-03-13,Cancelado,Marketplace,Carteira digital
O0008089,C04887,2024-10-18,Cancelado,Site,PIX
O0008090,C03854,2025-04-03,Concluído,Site,PIX
O0008091,C02128,2025-06-27,Concluído,App,Cartão
O0008092,C02128,2024-06-17,Concluído,Site,PIX
O0008093,C02128,2025-01-15,Concluído,Marketplace,Carteira digital
O0008094,C02128,2025-05-09,Concluído,Marketplace,Cartão
O0008095,C02128,2024-04-20,Concluído,App,Boleto
O0008096,C02128,2024-01-19,Concluído,Site,PIX
O0008097,C02128,2025-11-19,Concluído,Marketplace,Carteira digital
O0008098,C02128,2025-09-04,Concluído,Site,PIX
O0008099,C02128,2025-09-18,Concluído,Marketplace,PIX
O0008100,C02128,2025-01-16,Concluído,Site,Cartão
O0008101,C02128,2025-06-26,Concluído,App,Cartão
O0008102,C02128,2023-07-29,Concluído,Marketplace,Carteira digital
O0008103,C02128,2024-08-18,Concluído,Site,Cartão
O0008104,C02128,2025-04-06,Concluído,App,Carteira digital
O0008105,C02724,2023-10-13,Concluído,App,PIX
O0008106,C02724,2025-01-14,Concluído,App,Cartão
O0008107,C02724,2024-04-11,Concluído,App,Cartão
O0008108,C02724,2023-01-21,Concluído,Site,Boleto
O0008109,C02724,2023-02-03,Cancelado,Marketplace,Cartão
O0008110,C00988,2024-12-12,Concluído,App,Cartão
O0008111,C04313,2025-11-03,Concluído,Site,Carteira digital
O0008112,C04313,2024-12-11,Concluído,Marketplace,Cartão
O0008113,C03946,2023-11-17,Devolvido,Site,Cartão
O0008114,C03925,2024-06-06,Concluído,Site,Boleto
O0008115,C03925,2025-06-03,Concluído,Site,Cartão
O0008116,C00634,2025-05-25,Concluído,Marketplace,Carteira digital
O0008117,C00634,2025-03-04,Concluído,Site,PIX
O0008118,C00794,2024-04-25,Concluído,Site,Cartão
O0008119,C00794,2025-05-06,Concluído,App,PIX
O0008120,C00794,2024-07-24,Concluído,Site,Carteira digital
O0008121,C00794,2025-05-30,Concluído,Site,PIX
O0008122,C00423,2025-03-09,Concluído,Site,Cartão
O0008123,C00423,2025-06-06,Concluído,Site,PIX
O0008124,C00423,2024-09-13,Concluído,App,Boleto
O0008125,C00423,2024-09-14,Concluído,Site,Cartão
O0008126,C00423,2023-11-12,Concluído,Site,PIX
O0008127,C00423,2024-06-03,Concluído,App,Cartão
O0008128,C02404,2025-06-27,Concluído,App,Cartão
O0008129,C02404,2025-10-09,Concluído,Marketplace,Cartão
O0008130,C02274,2025-07-16,Concluído,Marketplace,Cartão
O0008131,C02274,2023-05-15,Concluído,Site,Cartão
O0008132,C02274,2023-03-23,Concluído,Site,Cartão
O0008133,C02274,2023-06-30,Concluído,App,PIX
O0008134,C02274,2024-01-02,Concluído,Site,Carteira digital
O0008135,C02274,2023-04-28,Concluído,Site,Cartão
O0008136,C02274,2025-01-11,Concluído,App,PIX
O0008137,C02274,2023-07-29,Concluído,App,Cartão
O0008138,C02274,2024-09-09,Concluído,Marketplace,Carteira digital
O0008139,C02274,2023-08-15,Concluído,App,Cartão
O0008140,C03837,2024-08-01,Concluído,App,Boleto
O0008141,C03837,2023-03-18,Cancelado,App,Cartão
O0008142,C02365,2024-11-26,Concluído,App,Cartão
O0008143,C02509,2024-07-07,Concluído,Site,Cartão
O0008144,C02509,2024-03-06,Concluído,Site,Cartão
O0008145,C02509,2024-05-16,Concluído,Marketplace,Cartão
O0008146,C02509,2025-02-04,Concluído,Site,PIX
O0008147,C04290,2025-11-26,Concluído,App,PIX
O0008148,C02548,2025-09-01,Concluído,App,Cartão
O0008149,C04618,2025-03-15,Concluído,Marketplace,PIX
O0008150,C02745,2023-10-18,Concluído,App,Cartão
O0008151,C02745,2024-02-20,Concluído,Site,Cartão
O0008152,C02745,2024-03-13,Concluído,App,Carteira digital
O0008153,C02682,2025-03-05,Concluído,App,Carteira digital
O0008154,C02682,2024-12-08,Concluído,App,Boleto
O0008155,C02682,2025-05-28,Concluído,Marketplace,Cartão
O0008156,C00697,2025-11-10,Concluído,App,Cartão
O0008157,C00697,2023-08-31,Concluído,Site,Cartão
O0008158,C02860,2023-10-02,Concluído,Site,Cartão
O0008159,C02860,2025-11-30,Concluído,App,Carteira digital
O0008160,C02753,2025-03-02,Concluído,App,Cartão
O0008161,C02177,2025-11-04,Concluído,Site,Cartão
O0008162,C00704,2025-11-24,Concluído,App,PIX
O0008163,C04351,2025-06-07,Concluído,App,Cartão
O0008164,C04351,2025-06-13,Concluído,Site,PIX
O0008165,C04573,2025-08-06,Devolvido,App,PIX
O0008166,C04573,2025-07-25,Concluído,Site,Cartão
O0008167,C04573,2025-01-22,Concluído,Site,PIX
O0008168,C04573,2024-07-18,Concluído,Site,Carteira digital
O0008169,C04183,2025-04-03,Concluído,Site,Cartão
O0008170,C03878,2023-06-13,Concluído,Site,Cartão
O0008171,C03878,2024-01-10,Concluído,Site,Cartão
O0008172,C03878,2025-12-22,Concluído,Site,Cartão
O0008173,C03878,2024-05-12,Concluído,Marketplace,Carteira digital
O0008174,C03878,2025-02-10,Concluído,Marketplace,Cartão
O0008175,C03878,2025-03-21,Concluído,Site,Boleto
O0008176,C01379,2023-02-15,Cancelado,Marketplace,Cartão
O0008177,C02728,2024-12-06,Concluído,Site,Carteira digital
O0008178,C02890,2025-07-17,Concluído,Site,PIX
O0008179,C04131,2025-12-30,Concluído,App,Cartão
O0008180,C04131,2025-10-06,Concluído,App,Cartão
O0008181,C01417,2025-06-09,Concluído,Site,PIX
O0008182,C01417,2025-02-25,Concluído,App,Cartão
O0008183,C02554,2025-02-05,Concluído,Marketplace,Cartão
O0008184,C02554,2025-03-22,Concluído,Site,Carteira digital
O0008185,C02554,2025-04-05,Concluído,Site,Cartão
O0008186,C02554,2025-06-05,Concluído,App,PIX
O0008187,C02554,2025-04-06,Concluído,App,Cartão
O0008188,C02554,2025-05-21,Concluído,Marketplace,Cartão
O0008189,C02554,2025-01-26,Concluído,Site,Cartão
O0008190,C02554,2025-05-29,Concluído,App,PIX
O0008191,C02554,2025-04-15,Concluído,Site,Cartão
O0008192,C02554,2025-01-11,Concluído,App,Cartão
O0008193,C02554,2025-04-21,Concluído,Site,Cartão
O0008194,C02554,2025-02-22,Concluído,App,Carteira digital
O0008195,C02554,2025-03-07,Concluído,Site,PIX
O0008196,C02554,2025-05-15,Concluído,Site,PIX
O0008197,C02554,2025-01-26,Concluído,Site,Boleto
O0008198,C02408,2025-07-01,Concluído,Site,Cartão
O0008199,C02488,2024-05-21,Concluído,App,PIX
O0008200,C02488,2025-07-24,Concluído,Site,Boleto
O0008201,C02488,2024-04-12,Concluído,App,Cartão
O0008202,C02488,2024-12-16,Concluído,App,Cartão
O0008203,C02571,2024-10-03,Concluído,Site,Cartão
O0008204,C03143,2024-03-24,Concluído,Marketplace,PIX
O0008205,C02134,2023-12-11,Concluído,App,PIX
O0008206,C02134,2025-02-02,Concluído,Marketplace,PIX
O0008207,C04626,2025-09-02,Concluído,Site,Cartão
O0008208,C04626,2024-10-07,Concluído,App,Cartão
O0008209,C01631,2025-06-03,Concluído,App,Cartão
O0008210,C01631,2025-10-04,Concluído,Site,Cartão
O0008211,C01631,2025-12-09,Concluído,App,Carteira digital
O0008212,C01247,2025-04-28,Concluído,Marketplace,Cartão
O0008213,C01247,2025-04-06,Concluído,Site,Cartão
O0008214,C01627,2025-10-24,Concluído,App,PIX
O0008215,C04142,2025-08-04,Concluído,Site,Carteira digital
O0008216,C00641,2025-01-04,Concluído,Marketplace,Cartão
O0008217,C00641,2025-02-26,Concluído,Site,Cartão
O0008218,C03944,2025-02-12,Concluído,App,Cartão
O0008219,C03944,2025-07-15,Concluído,App,PIX
O0008220,C03944,2024-11-30,Concluído,Site,Cartão
O0008221,C03944,2025-01-16,Concluído,App,PIX
O0008222,C03944,2024-10-10,Concluído,Site,Cartão
O0008223,C00652,2025-06-08,Concluído,Site,Cartão
O0008224,C01977,2025-09-03,Concluído,App,Cartão
O0008225,C01977,2025-11-18,Concluído,Site,Cartão
O0008226,C01977,2025-07-23,Concluído,Marketplace,PIX
O0008227,C01157,2025-11-20,Concluído,Site,PIX
O0008228,C01157,2025-12-27,Concluído,App,Cartão
O0008229,C01157,2025-12-30,Concluído,App,Cartão
O0008230,C01157,2025-12-29,Concluído,App,Cartão
O0008231,C04982,2023-07-27,Concluído,Site,Carteira digital
O0008232,C04982,2023-04-29,Concluído,Marketplace,Cartão
O0008233,C04982,2025-06-21,Concluído,App,PIX
O0008234,C04384,2025-08-02,Concluído,Marketplace,Cartão
O0008235,C04384,2025-09-06,Concluído,App,Cartão
