order_id,product_id,quantity,unit_price,discount,unit_cost
O0007216,P008,1,1907.18,0.0,1043.94
O0007217,P014,1,220.3,0.0,163.28
O0007217,P059,1,166.35,0.08,91.85
O0007217,P118,3,80.22,0.12,47.67
O0007218,P007,2,547.14,0.05,288.08
O0007219,P024,1,183.31,0.0,102.01
O0007220,P079,1,792.67,0.0,367.77
O0007221,P072,1,52.61,0.03,36.65
O0007222,P067,1,917.07,0.03,550.06
O0007223,P005,1,2183.93,0.08,1308.17
O0007224,P061,2,81.85,0.05,41.8
O0007225,P071,1,719.91,0.08,347.38
O0007226,P076,1,275.98,0.0,137.94
O0007227,P103,1,173.3,0.05,128.6
O0007228,P104,2,221.86,0.0,137.79
O0007229,P048,1,515.44,0.0,295.91
O0007230,P037,1,37.92,0.0,20.75
O0007231,P060,3,253.2,0.0,181.51
O0007232,P004,1,1752.0,0.0,941.42
O0007233,P108,2,41.72,0.03,19.76
O0007234,P022,1,394.29,0.08,252.18
O0007235,P041,2,102.64,0.0,53.55
O0007236,P090,2,185.27,0.03,92.51
O0007237,P008,1,1941.8,0.0,1049.82
O0007238,P110,1,55.0,0.0,28.03
O0007238,P095,1,617.27,0.08,307.67
O0007239,P102,2,206.17,0.0,148.17
O0007239,P038,4,211.2,0.0,150.45
O0007239,P110,1,55.15,0.08,27.29
O0007240,P098,1,32.8,0.0,23.31
O0007241,P038,2,204.37,0.0,150.27
O0007242,P113,2,109.58,0.0,79.73
O0007242,P055,1,447.87,0.0,271.3
O0007243,P013,2,551.49,0.05,368.1
O0007243,P023,1,279.77,0.0,125.15
O0007244,P080,3,1002.34,0.05,676.45
O0007244,P071,1,729.83,0.05,344.86
O0007244,P008,1,1876.95,0.0,1065.36
O0007245,P015,1,1189.79,0.12,766.76
O0007246,P075,1,984.58,0.0,592.53
O0007247,P083,1,243.64,0.05,120.84
O0007248,P011,1,1333.87,0.0,763.16
O0007249,P102,2,211.53,0.03,148.45
O0007249,P031,2,416.65,0.03,280.54
O0007250,P015,3,1228.12,0.0,750.43
O0007251,P038,1,209.91,0.08,151.4
O0007251,P034,1,698.48,0.0,341.04
O0007252,P065,1,1053.44,0.0,624.76
O0007253,P091,3,224.84,0.08,156.33
O0007253,P001,2,292.11,0.05,149.93
O0007254,P032,1,192.99,0.15,101.29
O0007255,P100,1,309.93,0.0,186.91
O0007256,P115,1,94.32,0.08,51.94
O0007257,P044,2,325.83,0.05,222.92
O0007258,P108,2,45.1,0.0,20.33
O0007258,P060,1,263.3,0.03,177.28
O0007258,P009,1,116.51,0.15,84.69
O0007259,P012,1,2289.78,0.0,1379.69
O0007260,P018,1,1844.85,0.05,1339.94
O0007260,P051,1,204.56,0.03,93.48
O0007261,P054,2,153.02,0.0,82.41
O0007261,P110,1,53.1,0.0,27.03
O0007262,P102,1,224.71,0.0,144.24
O0007263,P041,1,104.64,0.05,54.04
O0007264,P086,2,460.82,0.0,334.51
O0007265,P043,2,137.11,0.08,76.34
O0007265,P095,1,620.78,0.03,312.18
O0007265,P105,2,150.66,0.0,97.84
O0007266,P107,3,229.0,0.0,145.77
O0007267,P013,1,562.39,0.0,370.35
O0007267,P031,1,430.75,0.05,286.72
O0007267,P082,2,109.87,0.0,67.74
O0007267,P109,2,163.12,0.0,110.77
O0007268,P107,1,228.53,0.05,140.42
O0007269,P070,1,52.7,0.0,28.9
O0007269,P090,1,184.49,0.08,96.59
O0007269,P079,3,778.07,0.0,364.4
O0007270,P039,1,369.67,0.05,176.61
O0007271,P019,1,2085.74,0.0,1401.68
O0007272,P032,1,186.69,0.03,97.41
O0007273,P075,1,988.51,0.05,610.53
O0007274,P013,2,542.13,0.03,354.63
O0007274,P095,2,627.36,0.0,311.68
O0007275,P027,2,660.0,0.05,377.47
O0007276,P011,1,1334.5,0.15,783.54
O0007276,P008,1,1793.48,0.0,1066.79
O0007276,P030,1,201.35,0.05,155.95
O0007277,P091,1,241.6,0.05,160.26
O0007278,P060,1,262.02,0.05,182.42
O0007279,P108,2,43.57,0.05,19.64
O0007280,P053,1,83.09,0.05,41.21
O0007281,P038,1,217.54,0.08,150.19
O0007282,P003,3,1187.87,0.05,660.39
O0007283,P036,3,259.59,0.0,175.73
O0007283,P009,1,123.07,0.0,84.98
O0007284,P065,1,1019.13,0.15,627.48
O0007285,P088,1,100.92,0.0,52.6
O0007285,P023,2,264.51,0.0,132.07
O0007286,P002,3,2547.64,0.0,1460.84
O0007286,P026,2,161.66,0.0,82.83
O0007287,P066,1,449.73,0.0,266.11
O0007287,P022,2,399.94,0.0,252.52
O0007288,P094,1,348.2,0.0,190.25
O0007289,P061,2,80.01,0.0,41.44
O0007289,P100,1,306.46,0.08,185.45
O0007289,P026,1,167.23,0.0,84.23
O0007290,P078,1,846.09,0.0,660.38
O0007291,P014,2,240.66,0.0,167.4
O0007291,P011,1,1257.59,0.0,750.51
O0007292,P009,1,113.26,0.0,86.62
O0007293,P063,1,220.37,0.12,102.98
O0007293,P027,1,608.31,0.0,376.4
O0007293,P001,1,303.96,0.03,152.04
O0007294,P087,1,616.29,0.03,401.94
O0007295,P016,2,1385.03,0.0,982.85
O0007296,P099,1,159.78,0.0,105.68
O0007297,P089,1,220.13,0.0,110.86
O0007298,P116,1,102.53,0.0,51.81
O0007299,P104,2,228.87,0.03,133.07
O0007299,P035,2,587.51,0.08,381.67
O0007300,P058,1,603.43,0.12,294.55
O0007301,P069,2,1374.65,0.0,847.87
O0007302,P049,1,79.11,0.08,39.96
O0007302,P029,1,180.05,0.03,114.09
O0007303,P077,1,45.75,0.0,28.53
O0007304,P098,1,33.2,0.0,22.66
O0007304,P050,1,234.11,0.15,143.49
O0007305,P050,2,251.13,0.12,146.91
O0007306,P066,1,478.16,0.15,272.86
O0007306,P003,1,1213.56,0.0,662.55
O0007307,P022,1,399.78,0.0,246.88
O0007308,P116,1,103.85,0.08,49.4
O0007309,P102,3,214.87,0.05,152.33
O0007310,P007,1,563.82,0.0,291.54
O0007311,P021,1,342.11,0.0,205.67
O0007312,P019,1,2064.45,0.03,1460.48
O0007313,P003,1,1185.11,0.0,670.86
O0007314,P064,2,537.11,0.05,343.5
O0007315,P114,1,129.47,0.0,62.66
O0007316,P102,1,210.53,0.05,145.67
O0007317,P098,1,32.21,0.0,23.57
O0007317,P024,1,193.44,0.0,101.08
O0007318,P066,2,458.84,0.0,262.68
O0007318,P026,3,165.93,0.0,84.72
O0007319,P034,1,700.1,0.0,352.24
O0007319,P063,3,225.99,0.0,99.33
O0007319,P019,2,2026.41,0.0,1430.06
O0007319,P031,2,414.21,0.0,281.37
O0007320,P100,1,299.58,0.0,181.6
O0007321,P095,1,586.55,0.03,314.96
O0007322,P055,1,486.35,0.12,258.66
O0007323,P059,2,160.77,0.0,92.34
O0007324,P042,1,196.54,0.03,121.55
O0007325,P033,1,118.6,0.0,51.62
O0007326,P039,1,365.07,0.08,172.37
O0007327,P015,1,1215.03,0.03,735.28
O0007327,P100,2,313.53,0.05,187.87
O0007328,P072,2,54.73,0.08,36.47
O0007328,P066,3,470.36,0.05,264.02
O0007329,P085,1,294.0,0.0,204.35
O0007329,P091,2,240.49,0.0,161.02
O0007330,P076,1,265.86,0.0,132.28
O0007330,P097,3,324.28,0.0,215.86
O0007330,P063,3,227.0,0.0,102.16
O0007331,P007,2,551.2,0.0,303.04
O0007332,P068,1,1130.41,0.0,673.18
O0007333,P031,1,417.14,0.08,282.25
O0007333,P107,1,232.35,0.08,141.93
O0007333,P017,2,1832.17,0.0,844.5
O0007334,P001,3,296.63,0.05,148.17
O0007335,P110,2,55.22,0.0,26.9
O0007335,P023,1,271.95,0.03,125.65
O0007335,P077,2,46.08,0.0,27.6
O0007335,P107,2,230.86,0.0,147.69
O0007336,P097,1,310.18,0.03,213.66
O0007337,P108,1,42.28,0.0,20.57
O0007337,P077,1,47.24,0.0,28.35
O0007337,P005,1,2232.16,0.0,1295.01
O0007338,P089,1,238.24,0.05,105.5
O0007338,P009,1,113.22,0.0,84.16
O0007338,P043,1,130.37,0.0,75.01
O0007339,P052,2,116.98,0.12,85.02
O0007339,P004,1,1865.22,0.0,904.4
O0007340,P016,3,1413.43,0.0,999.96
O0007341,P006,2,1938.14,0.12,1150.56
O0007342,P021,1,335.54,0.03,197.29
O0007343,P062,1,1520.95,0.05,1069.66
O0007344,P067,2,910.94,0.0,563.55
O0007344,P019,2,2027.43,0.05,1404.37
O0007345,P094,3,369.79,0.05,185.01
O0007345,P083,1,241.42,0.0,119.86
O0007346,P071,1,703.52,0.08,347.87
O0007347,P073,1,574.72,0.0,295.78
O0007347,P033,1,121.3,0.12,51.01
O0007347,P004,1,1760.8,0.03,904.68
O0007347,P032,1,198.13,0.03,97.45
O0007348,P078,1,829.72,0.05,645.37
O0007348,P081,1,326.48,0.0,184.87
O0007348,P015,1,1134.25,0.0,723.83
O0007348,P050,1,256.06,0.0,142.9
O0007349,P085,2,281.99,0.0,197.16
O0007350,P040,4,312.72,0.12,165.54
O0007351,P102,3,212.46,0.05,147.69
O0007352,P071,1,717.9,0.0,340.64
O0007352,P110,1,55.87,0.0,28.05
O0007352,P094,1,356.67,0.05,190.76
O0007353,P029,3,181.04,0.0,112.13
O0007354,P066,2,461.78,0.12,266.16
O0007355,P022,1,396.34,0.05,258.17
O0007356,P073,1,580.49,0.08,293.71
O0007356,P041,1,104.64,0.0,54.23
O0007356,P025,1,460.44,0.05,343.33
O0007357,P075,1,1037.24,0.15,582.41
O0007358,P004,2,1852.65,0.08,944.17
O0007358,P077,1,50.04,0.0,27.47
O0007359,P118,2,76.16,0.0,49.14
O0007360,P008,1,1911.36,0.0,1053.84
O0007361,P031,2,418.64,0.0,278.29
O0007362,P120,1,141.18,0.08,87.83
O0007363,P109,3,169.59,0.12,113.46
O0007363,P034,1,671.67,0.03,353.83
O0007364,P012,3,2299.39,0.05,1363.22
O0007365,P018,1,1822.55,0.05,1275.83
O0007366,P071,4,730.94,0.0,337.76
O0007367,P115,3,93.92,0.0,53.92
O0007368,P109,2,177.84,0.0,111.58
O0007369,P117,1,125.08,0.0,91.49
O0007369,P010,1,1164.52,0.12,614.01
O0007370,P096,1,528.79,0.0,344.02
O0007370,P032,1,203.04,0.0,100.96
O0007371,P097,1,315.66,0.0,209.98
O0007372,P005,3,2112.12,0.0,1318.87
O0007373,P072,1,54.09,0.05,35.65
O0007374,P011,1,1318.12,0.0,788.41
O0007374,P026,1,160.74,0.0,83.78
O0007375,P070,1,51.67,0.08,27.65
O0007376,P059,2,167.93,0.08,92.09
O0007377,P037,1,35.92,0.0,20.77
O0007378,P076,1,262.51,0.08,136.91
O0007379,P009,2,123.17,0.08,86.76
O0007380,P100,1,289.59,0.0,184.21
O0007380,P029,2,196.89,0.0,114.75
O0007381,P025,3,448.89,0.0,335.49
O0007382,P056,1,384.53,0.08,256.69
O0007383,P118,1,79.51,0.03,49.83
O0007384,P040,1,335.89,0.03,163.07
O0007385,P007,1,551.91,0.0,291.0
O0007385,P037,1,39.04,0.0,21.87
O0007385,P071,2,716.24,0.0,338.78
O0007386,P039,1,363.52,0.0,179.02
O0007387,P099,2,158.9,0.08,105.22
O0007388,P004,1,1797.57,0.12,907.12
O0007389,P012,1,2210.43,0.0,1334.9
O0007390,P112,1,59.31,0.0,36.57
O0007390,P053,1,89.55,0.03,42.24
O0007390,P029,1,179.78,0.0,114.48
O0007390,P055,1,449.84,0.0,262.68
O0007391,P011,1,1348.61,0.08,779.8
O0007391,P111,1,44.63,0.03,32.38
O0007391,P101,1,29.53,0.0,17.74
O0007391,P017,1,1900.79,0.0,847.76
O0007392,P025,1,484.64,0.12,336.75
O0007393,P110,2,53.19,0.0,27.31
O0007394,P028,1,602.78,0.05,419.43
O0007394,P034,1,701.02,0.0,335.38
O0007395,P016,1,1362.27,0.0,1001.86
O0007396,P110,1,54.26,0.12,27.18
O0007397,P030,1,203.27,0.03,153.14
O0007398,P011,1,1275.78,0.05,776.65
O0007398,P050,3,253.22,0.0,148.4
O0007398,P012,1,2134.73,0.0,1348.05
O0007399,P033,2,111.04,0.0,53.68
O0007400,P117,1,122.0,0.03,95.96
O0007401,P013,1,559.72,0.0,354.09
O0007402,P013,2,533.67,0.0,368.35
O0007403,P029,1,185.34,0.0,111.12
O0007404,P030,2,211.24,0.0,155.05
O0007404,P001,3,295.05,0.15,148.89
O0007405,P083,1,246.14,0.05,123.55
O0007406,P086,2,441.84,0.0,330.71
O0007407,P003,1,1192.8,0.0,638.49
O0007407,P079,3,733.32,0.0,353.48
O0007408,P002,1,2362.89,0.05,1543.96
O0007408,P091,1,235.62,0.0,159.17
O0007409,P070,1,54.64,0.0,28.68
O0007409,P054,1,151.58,0.0,78.9
O0007410,P013,1,583.73,0.0,369.66
O0007410,P020,3,513.55,0.12,377.43
O0007410,P055,2,450.52,0.08,262.48
O0007411,P113,3,115.58,0.05,81.48
O0007411,P004,2,1854.73,0.0,922.82
O0007411,P017,1,1895.1,0.0,880.88
O0007412,P109,2,171.06,0.0,112.38
O0007413,P027,4,615.24,0.03,394.56
O0007414,P030,3,212.43,0.0,158.21
O0007414,P113,1,111.89,0.0,80.01
O0007415,P117,1,122.5,0.05,91.78
O0007416,P102,1,226.89,0.05,147.35
O0007417,P030,1,217.56,0.0,156.32
O0007418,P119,1,148.19,0.0,78.07
O0007419,P079,1,768.62,0.0,357.69
O0007420,P043,1,136.33,0.0,76.1
O0007421,P095,2,604.27,0.05,307.19
O0007422,P114,1,133.91,0.0,62.71
O0007422,P103,1,172.6,0.0,127.39
O0007422,P012,1,2194.57,0.0,1364.25
O0007423,P033,1,118.24,0.08,52.43
O0007424,P013,1,548.59,0.05,358.71
O0007424,P039,2,352.12,0.15,174.27
O0007424,P070,1,54.51,0.0,27.92
O0007425,P003,1,1261.15,0.0,639.86
O0007426,P108,2,41.39,0.0,20.51
O0007426,P057,3,216.03,0.0,110.0
O0007427,P120,1,151.05,0.08,89.46
O0007428,P075,1,1043.75,0.0,601.12
O0007428,P016,2,1369.4,0.08,991.33
O0007429,P090,1,178.09,0.0,93.55
O0007429,P038,1,218.31,0.0,154.09
O0007430,P047,1,320.82,0.12,207.8
O0007431,P070,4,51.31,0.0,28.54
O0007432,P032,2,195.53,0.08,102.17
O0007432,P119,1,146.28,0.0,79.6
O0007433,P074,1,73.99,0.05,41.02
O0007434,P028,3,606.51,0.03,412.24
O0007434,P029,1,182.37,0.05,113.63
O0007435,P071,2,714.83,0.0,338.22
O0007436,P078,2,892.51,0.0,645.45
O0007437,P019,1,2142.58,0.0,1425.75
O0007438,P010,1,1140.09,0.08,608.17
O0007438,P015,3,1155.92,0.0,746.02
O0007438,P100,1,286.28,0.0,183.04
O0007439,P054,3,154.22,0.15,78.61
O0007440,P010,1,1117.04,0.0,589.24
O0007441,P065,1,1032.27,0.05,603.21
O0007442,P040,1,340.65,0.05,169.35
O0007443,P090,1,177.09,0.08,96.54
O0007443,P061,2,86.46,0.0,41.42
O0007444,P027,1,601.06,0.0,382.69
O0007445,P108,2,43.84,0.0,20.34
O0007446,P036,1,242.89,0.0,180.21
O0007446,P039,1,381.62,0.0,178.07
O0007447,P019,1,2066.83,0.0,1451.63
O0007448,P025,1,452.98,0.0,343.07
O0007449,P098,1,33.52,0.0,22.35
O0007450,P073,1,607.66,0.12,305.85
O0007451,P086,1,443.06,0.08,333.03
O0007451,P005,1,2039.84,0.0,1354.27
O0007452,P031,4,431.96,0.08,286.33
O0007453,P067,2,904.87,0.0,544.86
O0007454,P005,1,2172.63,0.15,1313.99
O0007455,P028,1,632.36,0.0,412.37
O0007456,P039,2,378.49,0.0,178.89
O0007457,P046,2,282.5,0.0,196.61
O0007458,P012,2,2183.02,0.15,1376.61
O0007459,P027,1,656.93,0.03,382.81
O0007460,P080,2,972.81,0.0,685.29
O0007461,P092,1,663.81,0.03,404.37
O0007462,P024,2,193.58,0.0,100.97
O0007463,P016,1,1387.29,0.0,983.18
O0007463,P080,1,970.89,0.08,683.18
O0007464,P034,1,710.51,0.0,346.7
O0007465,P035,1,586.67,0.03,381.42
O0007466,P056,2,376.96,0.0,256.18
O0007466,P060,1,265.28,0.0,178.76
O0007467,P009,1,115.48,0.12,86.19
O0007468,P116,3,101.88,0.0,51.41
O0007469,P023,1,280.12,0.0,129.4
O0007470,P092,1,619.84,0.0,395.82
O0007471,P054,3,154.83,0.05,81.09
O0007472,P022,1,375.31,0.05,257.57
O0007473,P021,1,346.36,0.0,197.23
O0007474,P110,1,54.66,0.0,27.27
O0007474,P057,2,214.83,0.03,109.87
O0007475,P017,1,1831.7,0.08,856.87
O0007476,P083,1,253.24,0.0,120.5
O0007477,P107,2,219.05,0.0,146.34
O0007478,P110,1,53.54,0.0,27.1
O0007479,P016,2,1482.87,0.0,981.37
O0007480,P107,3,225.73,0.0,140.8
O0007480,P020,4,538.27,0.0,371.57
O0007480,P083,1,250.97,0.0,119.03
O0007481,P003,1,1215.86,0.0,637.61
O0007482,P029,1,191.57,0.0,111.37
O0007482,P022,2,398.77,0.0,255.35
O0007483,P100,4,306.83,0.0,184.42
O0007484,P079,1,800.98,0.0,360.59
O0007485,P090,2,171.99,0.03,97.35
O0007486,P107,1,226.2,0.0,143.47
O0007487,P034,1,704.03,0.0,348.83
O0007487,P023,1,274.99,0.0,127.53
O0007488,P028,1,615.8,0.03,408.57
O0007488,P007,1,546.53,0.0,296.13
O0007488,P119,3,143.96,0.15,79.67
O0007489,P063,1,217.08,0.08,101.1
O0007490,P026,1,160.41,0.0,82.78
O0007491,P107,2,233.71,0.08,144.5
O0007492,P117,2,129.25,0.0,91.17
O0007492,P099,1,163.02,0.0,99.81
O0007492,P008,1,1877.57,0.0,1050.92
O0007493,P107,1,237.55,0.05,146.88
O0007493,P028,1,660.19,0.0,403.7
O0007494,P044,1,315.09,0.05,222.63
O0007494,P108,1,44.88,0.03,20.12
O0007495,P044,1,319.81,0.0,218.43
O0007496,P118,2,76.0,0.0,48.6
O0007497,P113,1,107.23,0.12,79.42
O0007498,P011,1,1330.74,0.0,765.75
O0007498,P031,1,435.16,0.0,291.3
O0007498,P033,1,116.12,0.03,53.42
O0007499,P094,1,368.37,0.0,186.43
O0007500,P073,1,587.15,0.03,294.92
O0007500,P096,1,508.83,0.08,342.62
O0007500,P115,2,93.3,0.0,51.49
O0007500,P044,3,316.56,0.03,217.1
O0007501,P081,1,333.05,0.05,185.83
O0007502,P030,1,206.36,0.12,153.29
O0007503,P008,1,1816.03,0.0,1098.62
O0007504,P061,1,85.43,0.0,42.86
O0007505,P031,1,418.76,0.05,277.6
O0007506,P106,2,213.21,0.03,132.2
O0007507,P057,1,203.43,0.0,114.17
O0007508,P023,1,285.46,0.03,127.64
O0007509,P016,1,1414.5,0.12,1002.05
O0007509,P012,1,2236.51,0.0,1381.45
O0007510,P114,1,136.63,0.0,62.91
O0007511,P102,1,216.26,0.08,144.55
O0007511,P056,1,364.29,0.05,250.58
O0007512,P110,1,55.09,0.03,28.08
O0007513,P066,1,491.16,0.0,268.87
O0007513,P077,1,48.1,0.08,27.33
O0007514,P017,2,1849.89,0.0,852.05
O0007514,P112,2,61.65,0.0,38.12
O0007515,P087,1,591.66,0.0,413.53
O0007516,P026,1,170.81,0.0,82.48
O0007516,P054,2,153.73,0.0,80.58
O0007517,P080,1,977.07,0.0,687.67
O0007517,P061,3,83.22,0.05,42.22
O0007517,P102,2,224.9,0.05,144.61
O0007518,P033,1,114.57,0.05,50.91
O0007519,P049,1,76.27,0.0,38.79
O0007519,P050,1,244.64,0.0,144.4
O0007519,P052,3,118.33,0.05,86.12
O0007519,P004,1,1794.32,0.15,953.37
O0007520,P090,1,180.61,0.0,92.82
O0007520,P009,1,113.87,0.05,83.89
O0007520,P004,1,1823.33,0.0,925.79
O0007521,P095,1,600.31,0.0,311.29
O0007521,P064,1,539.19,0.0,335.16
O0007522,P012,1,2328.28,0.0,1334.7
O0007523,P013,2,550.68,0.0,352.14
O0007523,P006,1,1856.98,0.0,1118.31
O0007524,P096,4,522.0,0.0,338.18
O0007525,P045,1,317.52,0.0,217.26
O0007526,P037,1,37.03,0.0,21.63
O0007527,P085,1,278.35,0.0,198.56
O0007527,P025,1,454.9,0.0,338.45
O0007528,P112,1,64.63,0.05,37.25
O0007529,P038,2,206.69,0.03,153.76
O0007530,P033,1,121.51,0.05,51.86
O0007530,P014,1,225.71,0.0,168.01
O0007531,P022,1,393.95,0.05,254.94
O0007532,P035,3,610.33,0.0,396.32
O0007532,P119,1,148.59,0.0,76.35
O0007532,P051,1,193.06,0.03,96.67
O0007533,P008,2,1795.57,0.12,1104.2
O0007534,P006,2,1906.65,0.0,1138.53
O0007534,P087,1,618.66,0.03,405.17
O0007535,P035,1,574.4,0.0,388.61
O0007535,P022,1,402.94,0.0,245.31
O0007536,P056,2,389.75,0.12,253.14
O0007536,P071,1,744.36,0.0,345.8
O0007537,P044,1,314.07,0.05,216.72
O0007537,P022,1,380.06,0.08,253.64
O0007537,P119,1,143.5,0.0,78.11
O0007538,P007,2,547.44,0.0,298.72
O0007538,P084,1,449.87,0.03,337.83
O0007539,P067,1,965.02,0.05,550.8
O0007539,P038,2,201.2,0.0,151.58
O0007539,P031,1,439.34,0.08,290.64
O0007540,P052,1,121.91,0.0,89.1
O0007541,P045,1,320.45,0.0,221.02
O0007542,P110,1,53.07,0.0,27.03
O0007543,P007,1,535.46,0.0,301.33
O0007544,P025,1,456.34,0.0,324.17
O0007544,P079,1,781.23,0.0,371.0
O0007544,P043,1,136.4,0.03,74.64
O0007544,P097,1,310.09,0.03,214.58
O0007545,P064,1,538.42,0.0,338.22
O0007545,P068,1,1179.26,0.0,642.48
O0007546,P007,3,567.69,0.05,297.55
O0007547,P080,1,997.75,0.08,678.33
O0007547,P061,1,86.38,0.03,42.05
O0007547,P019,1,2071.87,0.08,1453.23
O0007548,P043,1,127.65,0.03,75.59
O0007549,P085,3,289.16,0.0,205.8
O0007550,P116,2,106.87,0.0,51.7
O0007551,P003,2,1260.15,0.05,652.61
O0007552,P022,1,398.31,0.0,253.58
O0007553,P051,1,200.45,0.12,97.09
O0007554,P099,1,165.11,0.0,102.55
O0007554,P031,2,438.66,0.0,292.16
O0007555,P038,1,203.36,0.0,157.68
O0007555,P008,4,1916.59,0.0,1079.02
O0007556,P008,1,1826.98,0.08,1088.04
O0007557,P117,1,125.85,0.12,90.74
O0007558,P041,3,107.12,0.08,53.29
O0007558,P037,1,37.19,0.05,21.34
O0007559,P031,1,425.22,0.0,293.45
O0007560,P052,1,117.87,0.0,88.78
O0007560,P007,1,555.89,0.0,289.21
O0007561,P028,1,607.9,0.05,410.16
O0007561,P064,1,561.8,0.0,328.77
O0007561,P059,1,170.97,0.08,93.06
O0007561,P089,1,226.89,0.08,106.53
O0007562,P042,1,202.23,0.08,121.56
O0007563,P068,1,1215.55,0.0,657.61
O0007563,P020,1,528.05,0.03,368.13
O0007564,P045,1,318.11,0.03,213.78
O0007565,P117,2,132.15,0.0,94.16
O0007566,P002,3,2409.43,0.03,1460.56
O0007567,P004,1,1696.89,0.08,958.42
O0007568,P102,1,222.35,0.03,152.57
O0007569,P061,1,83.36,0.03,43.39
O0007569,P101,1,29.05,0.0,16.95
O0007570,P007,1,561.85,0.03,287.6
O0007570,P061,1,82.55,0.0,43.13
O0007570,P071,1,689.72,0.0,350.96
O0007571,P085,1,278.8,0.0,196.53
O0007572,P117,1,126.43,0.0,93.66
O0007572,P100,1,286.78,0.0,188.25
O0007573,P021,1,345.26,0.0,206.79
O0007574,P017,2,1896.71,0.05,856.58
O0007574,P008,1,1784.69,0.12,1043.72
O0007575,P010,1,1198.12,0.0,602.92
O0007576,P089,1,231.62,0.03,105.15
O0007577,P042,3,199.82,0.0,118.91
O0007578,P058,2,580.74,0.03,305.43
O0007579,P120,1,146.33,0.0,88.07
O0007580,P056,1,366.96,0.05,251.36
O0007580,P087,1,588.47,0.0,419.82
O0007580,P031,1,449.77,0.03,278.12
O0007581,P060,3,265.83,0.0,176.93
O0007582,P097,1,307.95,0.0,217.1
O0007582,P026,1,163.72,0.15,85.79
O0007582,P015,1,1168.62,0.0,749.72
O0007583,P116,1,106.57,0.03,49.51
O0007584,P089,1,229.82,0.08,106.61
O0007585,P073,1,564.07,0.05,292.49
O0007586,P019,1,2028.6,0.08,1438.38
O0007587,P109,2,166.04,0.0,110.68
O0007588,P110,1,51.98,0.08,27.68
O0007589,P105,2,159.61,0.0,101.25
O0007590,P098,1,32.32,0.0,22.44
O0007590,P017,1,1803.01,0.05,859.54
O0007591,P075,1,1067.89,0.0,599.18
O0007592,P015,1,1189.49,0.05,729.36
O0007593,P081,1,328.56,0.0,183.56
O0007594,P049,1,77.96,0.03,39.62
O0007595,P066,3,465.08,0.0,269.94
O0007596,P106,1,212.09,0.12,133.83
O0007596,P038,1,208.12,0.03,153.95
O0007597,P009,2,121.5,0.0,86.39
O0007597,P030,2,216.73,0.05,156.96
O0007598,P087,2,584.62,0.03,409.73
O0007599,P087,1,594.64,0.08,422.17
O0007599,P031,2,448.98,0.0,289.51
O0007600,P109,1,170.8,0.03,111.57
O0007601,P117,2,133.65,0.0,94.54
O0007602,P056,1,371.0,0.03,253.42
O0007602,P100,1,295.72,0.0,182.53
O0007603,P032,1,204.52,0.0,101.61
O0007604,P106,1,205.83,0.0,137.8
O0007605,P036,1,240.03,0.0,176.85
O0007606,P060,1,258.87,0.0,183.02
O0007607,P034,4,678.26,0.0,339.18
O0007608,P083,1,244.43,0.0,124.59
O0007609,P087,2,624.9,0.08,410.25
O0007609,P020,2,494.75,0.03,374.61
O0007610,P051,1,192.89,0.0,97.43
O0007611,P073,1,602.47,0.0,299.23
O0007611,P016,1,1399.65,0.0,977.39
O0007612,P027,2,623.11,0.03,377.12
O0007613,P045,1,309.96,0.0,210.06
O0007614,P119,1,148.52,0.08,78.31
O0007614,P031,1,425.95,0.15,294.29
O0007615,P034,3,711.51,0.0,336.43
O0007616,P010,1,1186.87,0.05,596.33
O0007616,P081,2,328.99,0.0,186.53
O0007617,P027,3,643.61,0.0,373.54
O0007618,P066,1,486.43,0.05,268.52
O0007619,P089,1,240.09,0.0,105.07
O0007620,P022,1,410.27,0.0,251.58
O0007621,P025,1,488.24,0.0,333.24
O0007622,P092,1,655.41,0.0,399.29
O0007622,P071,1,696.15,0.0,339.01
O0007623,P089,1,236.3,0.05,110.69
O0007624,P008,1,1769.64,0.05,1096.14
O0007625,P033,3,117.91,0.05,52.76
O0007626,P118,3,79.97,0.0,47.4
O0007627,P109,1,170.33,0.0,111.8
O0007627,P033,1,113.23,0.08,53.83
O0007627,P030,3,217.22,0.0,151.96
O0007628,P086,1,460.78,0.0,336.96
O0007629,P048,1,495.74,0.08,306.54
O0007630,P075,1,1043.12,0.03,578.43
O0007631,P120,1,144.14,0.0,90.41
O0007632,P072,1,56.48,0.03,34.61
O0007633,P061,1,84.6,0.08,42.53
O0007633,P081,1,336.06,0.0,187.65
O0007634,P040,1,343.55,0.0,165.0
O0007635,P090,1,176.46,0.0,93.77
O0007636,P076,2,266.81,0.05,134.28
O0007637,P108,1,44.92,0.0,19.86
O0007637,P064,2,529.03,0.0,331.42
O0007637,P051,1,206.11,0.0,93.18
O0007638,P004,2,1813.26,0.0,922.78
O0007638,P047,1,301.39,0.0,203.27
O0007638,P092,1,610.15,0.0,404.3
O0007639,P036,3,246.94,0.0,183.18
O0007640,P024,1,178.73,0.03,97.91
O0007641,P060,1,245.69,0.05,175.3
O0007642,P069,2,1404.24,0.0,837.27
O0007642,P006,2,2040.12,0.0,1140.96
O0007643,P068,1,1143.14,0.0,646.03
O0007644,P091,1,227.79,0.0,157.52
O0007645,P005,1,2022.07,0.12,1315.03
O0007645,P073,1,570.24,0.08,294.51
O0007646,P064,1,538.04,0.0,326.77
