customer_id,signup_date,state,region,customer_segment
C02458,2025-03-10,MG,Sudeste,Mass Market
C02459,2023-08-09,PE,Nordeste,Intermediário
C02460,2022-09-22,SP,Sudeste,Intermediário
C02461,2022-05-26,PA,Norte,Mass Market
C02462,2024-09-24,ES,Sudeste,Intermediário
C02463,2025-08-07,RJ,Sudeste,Mass Market
C02464,2022-01-28,SP,Sudeste,Premium
C02465,2022-11-17,MG,Sudeste,Mass Market
C02466,2022-01-17,DF,Centro-Oeste,Mass Market
C02467,2025-11-22,SP,Sudeste,Mass Market
C02468,2025-12-01,SP,Sudeste,Mass Market
C02469,2022-03-16,DF,Centro-Oeste,Mass Market
C02470,2022-10-14,ES,Sudeste,Mass Market
C02471,2025-08-21,MG,Sudeste,Premium
C02472,2025-11-20,RS,Sul,Mass Market
C02473,2024-11-09,SP,Sudeste,Mass Market
C02474,2024-11-14,TO,Norte,Intermediário
C02475,2025-05-31,PA,Norte,Mass Market
C02476,2025-05-11,SC,Sul,Premium
C02477,2025-10-31,CE,Nordeste,Mass Market
C02478,2025-04-27,RJ,Sudeste,Premium
C02479,2022-05-18,BA,Nordeste,Intermediário
C02480,2022-02-27,SP,Sudeste,Intermediário
C02481,2025-03-07,SC,Sul,Mass Market
C02482,2024-08-16,PA,Norte,Premium
C02483,2024-07-23,SP,Sudeste,Mass Market
C02484,2022-10-08,SP,Sudeste,Mass Market
C02485,2025-05-05,MG,Sudeste,Intermediário
C02486,2025-05-05,TO,Norte,Mass Market
C02487,2025-03-13,SP,Sudeste,Mass Market
C02488,2024-01-15,RJ,Sudeste,Intermediário
C02489,2023-04-20,RS,Sul,Mass Market
C02490,2025-05-02,SP,Sudeste,Mass Market
C02491,2024-12-22,RN,Nordeste,Intermediário
C02492,2022-03-01,MS,Centro-Oeste,Intermediário
C02493,2023-01-15,SP,Sudeste,Mass Market
C02494,2025-01-11,SP,Sudeste,Mass Market
C02495,2024-03-14,SC,Sul,Mass Market
C02496,2024-07-17,SP,Sudeste,Mass Market
C02497,2023-12-10,SC,Sul,Intermediário
C02498,2023-08-29,GO,Centro-Oeste,Mass Market
C02499,2024-10-02,PE,Nordeste,Mass Market
C02500,2024-02-12,MG,Sudeste,Mass Market
C02501,2022-07-01,PR,Sul,Mass Market
C02502,2024-12-03,PA,Norte,Intermediário
C02503,2025-05-22,RN,Nordeste,Intermediário
C02504,2022-06-11,RJ,Sudeste,Premium
C02505,2023-09-09,SP,Sudeste,Mass Market
C02506,2023-10-11,RJ,Sudeste,Mass Market
C02507,2025-10-08,GO,Centro-Oeste,Premium
C02508,2024-06-13,CE,Nordeste,Premium
C02509,2023-10-28,SP,Sudeste,Intermediário
C02510,2025-05-20,BA,Nordeste,Mass Market
C02511,2024-08-18,PE,Nordeste,Mass Market
C02512,2025-12-24,SP,Sudeste,Premium
C02513,2025-03-30,PE,Nordeste,Intermediário
C02514,2022-01-20,RJ,Sudeste,Intermediário
C02515,2023-10-20,GO,Centro-Oeste,Intermediário
C02516,2022-02-10,MA,Nordeste,Mass Market
C02517,2025-01-19,BA,Nordeste,Mass Market
C02518,2025-06-13,PR,Sul,Mass Market
C02519,2023-12-26,RJ,Sudeste,Premium
C02520,2025-06-11,MS,Centro-Oeste,Mass Market
C02521,2023-03-02,MG,Sudeste,Mass Market
C02522,2022-03-19,BA,Nordeste,Mass Market
C02523,2022-04-19,RJ,Sudeste,Intermediário
C02524,2025-03-21,RS,Sul,Premium
C02525,2025-11-07,ES,Sudeste,Mass Market
C02526,2025-12-28,SP,Sudeste,Mass Market
C02527,2023-11-13,MG,Sudeste,Premium
C02528,2023-01-03,MG,Sudeste,Mass Market
C02529,2023-11-26,RS,Sul,Mass Market
C02530,2025-12-16,PR,Sul,Mass Market
C02531,2024-11-09,PE,Nordeste,Intermediário
C02532,2023-10-04,MG,Sudeste,Mass Market
C02533,2024-03-26,MG,Sudeste,Intermediário
C02534,2023-04-07,PA,Norte,Intermediário
C02535,2023-11-01,RJ,Sudeste,Intermediário
C02536,2023-12-11,SC,Sul,Intermediário
C02537,2022-08-21,SP,Sudeste,Intermediário
C02538,2025-04-10,AC,Norte,Mass Market
C02539,2023-08-13,PA,Norte,Intermediário
C02540,2023-08-25,PE,Nordeste,Mass Market
C02541,2025-03-17,RJ,Sudeste,Mass Market
C02542,2025-12-20,RS,Sul,Mass Market
C02543,2022-09-23,AL,Nordeste,Intermediário
C02544,2025-08-16,SP,Sudeste,Mass Market
C02545,2022-08-29,SP,Sudeste,Mass Market
C02546,2022-12-14,SP,Sudeste,Intermediário
C02547,2022-03-27,MS,Centro-Oeste,Mass Market
C02548,2022-11-19,SP,Sudeste,Mass Market
C02549,2025-11-05,AM,Norte,Intermediário
C02550,2024-07-20,RS,Sul,Premium
C02551,2023-01-15,PA,Norte,Mass Market
C02552,2024-05-13,MT,Centro-Oeste,Mass Market
C02553,2023-06-02,SP,Sudeste,Intermediário
C02554,2024-12-24,RJ,Sudeste,Premium
C02555,2024-05-09,SP,Sudeste,Mass Market
C02556,2023-05-06,SP,Sudeste,Mass Market
C02557,2022-07-15,SP,Sudeste,Intermediário
C02558,2025-04-22,PE,Nordeste,Mass Market
C02559,2022-11-05,MS,Centro-Oeste,Mass Market
C02560,2025-07-22,BA,Nordeste,Mass Market
C02561,2024-08-18,MG,Sudeste,Mass Market
C02562,2022-10-12,PR,Sul,Intermediário
C02563,2023-12-22,SP,Sudeste,Mass Market
C02564,2024-09-05,MA,Nordeste,Intermediário
C02565,2022-02-08,SP,Sudeste,Intermediário
C02566,2025-08-21,BA,Nordeste,Intermediário
C02567,2025-12-02,SP,Sudeste,Mass Market
C02568,2025-09-03,GO,Centro-Oeste,Mass Market
C02569,2024-09-28,DF,Centro-Oeste,Mass Market
C02570,2024-04-28,MG,Sudeste,Intermediário
C02571,2024-02-22,SP,Sudeste,Mass Market
C02572,2022-01-22,PR,Sul,Mass Market
C02573,2022-04-29,RS,Sul,Mass Market
C02574,2022-07-13,TO,Norte,Mass Market
C02575,2024-06-10,DF,Centro-Oeste,Mass Market
C02576,2024-11-09,PB,Nordeste,Intermediário
C02577,2022-05-14,SP,Sudeste,Mass Market
C02578,2025-05-11,RS,Sul,Intermediário
C02579,2023-01-07,RS,Sul,Intermediário
C02580,2025-04-08,PI,Nordeste,Mass Market
C02581,2022-02-18,MA,Nordeste,Mass Market
C02582,2022-08-30,RJ,Sudeste,Intermediário
C02583,2023-06-08,SP,Sudeste,Mass Market
C02584,2024-12-29,RR,Norte,Mass Market
C02585,2022-12-17,SP,Sudeste,Mass Market
C02586,2022-05-02,ES,Sudeste,Mass Market
C02587,2024-03-09,RJ,Sudeste,Mass Market
C02588,2024-07-22,SP,Sudeste,Mass Market
C02589,2025-02-24,SP,Sudeste,Intermediário
C02590,2022-08-05,SC,Sul,Mass Market
C02591,2022-11-24,BA,Nordeste,Mass Market
C02592,2022-07-13,RS,Sul,Mass Market
C02593,2025-02-26,PR,Sul,Intermediário
C02594,2025-07-04,ES,Sudeste,Intermediário
C02595,2022-12-24,MS,Centro-Oeste,Intermediário
C02596,2023-05-17,RS,Sul,Premium
C02597,2024-12-22,RJ,Sudeste,Mass Market
C02598,2023-08-13,SP,Sudeste,Mass Market
C02599,2025-07-22,SP,Sudeste,Mass Market
C02600,2024-08-19,MS,Centro-Oeste,Mass Market
C02601,2022-05-19,BA,Nordeste,Intermediário
C02602,2025-03-13,MG,Sudeste,Intermediário
C02603,2023-06-26,PR,Sul,Mass Market
C02604,2024-02-20,MA,Nordeste,Mass Market
C02605,2024-07-10,BA,Nordeste,Intermediário
C02606,2025-02-17,RS,Sul,Mass Market
C02607,2024-09-25,SP,Sudeste,Mass Market
C02608,2024-08-26,TO,Norte,Mass Market
C02609,2024-10-27,RS,Sul,Mass Market
C02610,2023-07-22,RJ,Sudeste,Mass Market
C02611,2023-05-09,MT,Centro-Oeste,Mass Market
C02612,2025-09-16,SP,Sudeste,Intermediário
C02613,2022-12-22,RS,Sul,Mass Market
C02614,2025-11-06,SP,Sudeste,Intermediário
C02615,2025-05-03,SP,Sudeste,Mass Market
C02616,2022-05-30,SC,Sul,Mass Market
C02617,2025-12-07,MG,Sudeste,Mass Market
C02618,2025-09-22,PR,Sul,Mass Market
C02619,2023-10-21,GO,Centro-Oeste,Mass Market
C02620,2022-01-16,RJ,Sudeste,Mass Market
C02621,2023-02-11,RS,Sul,Mass Market
C02622,2025-09-07,RJ,Sudeste,Intermediário
C02623,2025-01-29,GO,Centro-Oeste,Intermediário
C02624,2024-03-22,AM,Norte,Intermediário
C02625,2024-12-22,RJ,Sudeste,Mass Market
C02626,2023-03-12,MG,Sudeste,Mass Market
C02627,2025-09-08,ES,Sudeste,Mass Market
C02628,2023-03-16,SP,Sudeste,Intermediário
C02629,2025-12-14,GO,Centro-Oeste,Mass Market
C02630,2022-09-19,PE,Nordeste,Intermediário
C02631,2022-02-07,GO,Centro-Oeste,Intermediário
C02632,2022-07-16,TO,Norte,Mass Market
C02633,2025-11-13,SP,Sudeste,Mass Market
C02634,2024-04-16,RJ,Sudeste,Intermediário
C02635,2022-12-13,GO,Centro-Oeste,Mass Market
C02636,2024-11-13,CE,Nordeste,Mass Market
C02637,2024-05-10,AC,Norte,Mass Market
C02638,2022-03-21,PR,Sul,Mass Market
C02639,2025-08-27,SP,Sudeste,Premium
C02640,2025-10-31,GO,Centro-Oeste,Intermediário
C02641,2024-05-16,PR,Sul,Mass Market
C02642,2022-03-22,RJ,Sudeste,Mass Market
C02643,2025-10-01,MG,Sudeste,Mass Market
C02644,2022-11-16,SC,Sul,Mass Market
C02645,2024-01-23,SP,Sudeste,Mass Market
C02646,2022-08-12,SC,Sul,Intermediário
C02647,2023-03-25,SC,Sul,Mass Market
C02648,2023-12-17,PA,Norte,Intermediário
C02649,2024-03-23,RJ,Sudeste,Mass Market
C02650,2025-01-24,PE,Nordeste,Intermediário
C02651,2025-08-17,SC,Sul,Mass Market
C02652,2024-10-13,MA,Nordeste,Mass Market
C02653,2025-06-27,MG,Sudeste,Mass Market
C02654,2022-10-16,RS,Sul,Intermediário
C02655,2024-12-06,SP,Sudeste,Intermediário
C02656,2023-11-16,PA,Norte,Mass Market
C02657,2024-05-28,SP,Sudeste,Premium
C02658,2025-05-10,RS,Sul,Intermediário
C02659,2024-07-15,PB,Nordeste,Mass Market
C02660,2022-04-28,SP,Sudeste,Intermediário
C02661,2024-02-05,RS,Sul,Premium
C02662,2024-07-23,SC,Sul,Mass Market
C02663,2024-01-17,CE,Nordeste,Mass Market
C02664,2025-02-08,SP,Sudeste,Mass Market
C02665,2025-10-08,RO,Norte,Intermediário
C02666,2022-07-12,SP,Sudeste,Intermediário
C02667,2022-09-22,SP,Sudeste,Premium
C02668,2022-01-21,SP,Sudeste,Mass Market
C02669,2025-08-14,PE,Nordeste,Mass Market
C02670,2024-11-19,GO,Centro-Oeste,Intermediário
C02671,2025-06-28,GO,Centro-Oeste,Mass Market
C02672,2022-06-18,BA,Nordeste,Mass Market
C02673,2023-04-29,SC,Sul,Intermediário
C02674,2025-01-05,SP,Sudeste,Mass Market
C02675,2023-05-12,SP,Sudeste,Mass Market
C02676,2023-11-26,SP,Sudeste,Mass Market
C02677,2024-09-08,BA,Nordeste,Mass Market
C02678,2023-03-01,SP,Sudeste,Mass Market
C02679,2023-04-28,SP,Sudeste,Mass Market
C02680,2023-12-16,RJ,Sudeste,Mass Market
C02681,2023-08-18,SC,Sul,Mass Market
C02682,2024-05-27,DF,Centro-Oeste,Intermediário
C02683,2024-12-03,PE,Nordeste,Mass Market
C02684,2022-07-26,MG,Sudeste,Mass Market
C02685,2023-11-12,ES,Sudeste,Mass Market
C02686,2023-07-01,PE,Nordeste,Mass Market
C02687,2024-03-04,SP,Sudeste,Intermediário
C02688,2025-12-30,GO,Centro-Oeste,Intermediário
C02689,2022-04-05,SP,Sudeste,Mass Market
C02690,2023-11-18,SP,Sudeste,Mass Market
C02691,2024-10-15,GO,Centro-Oeste,Mass Market
C02692,2022-11-26,SP,Sudeste,Intermediário
C02693,2025-09-03,RJ,Sudeste,Mass Market
C02694,2024-03-13,MT,Centro-Oeste,Mass Market
C02695,2025-10-13,MG,Sudeste,Intermediário
C02696,2022-05-27,RO,Norte,Mass Market
C02697,2025-10-16,RJ,Sudeste,Mass Market
C02698,2025-02-04,PE,Nordeste,Mass Market
C02699,2023-06-28,RN,Nordeste,Intermediário
C02700,2024-05-13,SC,Sul,Mass Market
C02701,2025-01-26,RJ,Sudeste,Mass Market
C02702,2023-03-29,SP,Sudeste,Mass Market
C02703,2022-04-01,MG,Sudeste,Premium
C02704,2022-12-05,MA,Nordeste,Intermediário
C02705,2022-05-30,RJ,Sudeste,Mass Market
C02706,2025-03-08,MG,Sudeste,Mass Market
C02707,2023-05-13,MG,Sudeste,Mass Market
C02708,2024-10-09,PE,Nordeste,Mass Market
C02709,2025-01-09,GO,Centro-Oeste,Mass Market
C02710,2023-11-19,PR,Sul,Intermediário
C02711,2025-03-28,SE,Nordeste,Mass Market
C02712,2024-03-01,PE,Nordeste,Mass Market
C02713,2022-11-17,RS,Sul,Mass Market
C02714,2024-07-07,ES,Sudeste,Mass Market
C02715,2025-12-14,MG,Sudeste,Mass Market
C02716,2025-09-29,MS,Centro-Oeste,Intermediário
C02717,2025-12-20,AM,Norte,Mass Market
C02718,2023-01-27,MG,Sudeste,Mass Market
C02719,2023-08-05,CE,Nordeste,Mass Market
C02720,2025-11-12,MG,Sudeste,Mass Market
C02721,2022-04-02,SP,Sudeste,Mass Market
C02722,2023-06-28,RO,Norte,Mass Market
C02723,2025-04-28,PR,Sul,Intermediário
C02724,2022-09-14,RJ,Sudeste,Intermediário
C02725,2025-07-29,SP,Sudeste,Mass Market
C02726,2023-01-29,SC,Sul,Mass Market
C02727,2023-02-08,SC,Sul,Intermediário
C02728,2024-11-27,PE,Nordeste,Mass Market
C02729,2025-05-14,RO,Norte,Mass Market
C02730,2025-06-24,PR,Sul,Intermediário
C02731,2025-11-28,CE,Nordeste,Mass Market
C02732,2022-04-08,MG,Sudeste,Intermediário
C02733,2023-07-13,PR,Sul,Intermediário
C02734,2023-05-05,ES,Sudeste,Intermediário
C02735,2025-06-30,BA,Nordeste,Mass Market
C02736,2023-09-01,RJ,Sudeste,Mass Market
C02737,2024-07-18,CE,Nordeste,Premium
C02738,2024-05-22,SP,Sudeste,Mass Market
C02739,2024-09-25,GO,Centro-Oeste,Intermediário
C02740,2025-02-27,RS,Sul,Mass Market
C02741,2022-02-25,PR,Sul,Mass Market
C02742,2024-02-26,PA,Norte,Mass Market
C02743,2024-02-28,SP,Sudeste,Mass Market
C02744,2022-07-01,MG,Sudeste,Mass Market
C02745,2023-03-06,PR,Sul,Intermediário
C02746,2025-06-21,SP,Sudeste,Intermediário
C02747,2022-04-22,RN,Nordeste,Mass Market
C02748,2022-11-04,MG,Sudeste,Intermediário
C02749,2023-12-15,PB,Nordeste,Mass Market
C02750,2023-11-18,SP,Sudeste,Mass Market
C02751,2022-04-19,BA,Nordeste,Intermediário
C02752,2024-04-16,BA,Nordeste,Intermediário
C02753,2025-02-06,MG,Sudeste,Mass Market
C02754,2023-03-04,RS,Sul,Mass Market
C02755,2025-09-24,TO,Norte,Mass Market
C02756,2024-10-04,SP,Sudeste,Mass Market
C02757,2023-11-05,MG,Sudeste,Mass Market
C02758,2024-12-06,MG,Sudeste,Mass Market
C02759,2024-08-28,SP,Sudeste,Mass Market
C02760,2025-08-28,BA,Nordeste,Mass Market
C02761,2022-01-26,SP,Sudeste,Mass Market
C02762,2025-02-18,PR,Sul,Mass Market
C02763,2023-04-05,SP,Sudeste,Mass Market
C02764,2024-06-24,SP,Sudeste,Mass Market
C02765,2024-09-23,RS,Sul,Mass Market
C02766,2025-03-31,MG,Sudeste,Premium
C02767,2022-07-07,SP,Sudeste,Mass Market
C02768,2024-04-23,CE,Nordeste,Mass Market
C02769,2023-09-01,ES,Sudeste,Mass Market
C02770,2025-11-08,SP,Sudeste,Mass Market
C02771,2023-04-08,MS,Centro-Oeste,Intermediário
C02772,2023-06-17,SP,Sudeste,Intermediário
C02773,2024-07-31,BA,Nordeste,Intermediário
C02774,2024-06-20,RJ,Sudeste,Mass Market
C02775,2023-12-05,RJ,Sudeste,Mass Market
C02776,2022-07-16,AP,Norte,Intermediário
C02777,2022-07-08,RS,Sul,Premium
C02778,2025-05-18,MG,Sudeste,Intermediário
C02779,2023-02-20,SP,Sudeste,Mass Market
C02780,2023-03-12,PE,Nordeste,Intermediário
C02781,2025-07-08,RJ,Sudeste,Mass Market
C02782,2022-06-18,MA,Nordeste,Intermediário
C02783,2025-10-29,PR,Sul,Intermediário
C02784,2022-12-14,MG,Sudeste,Mass Market
C02785,2023-05-24,MG,Sudeste,Intermediário
C02786,2025-12-31,RJ,Sudeste,Intermediário
C02787,2024-02-23,MS,Centro-Oeste,Intermediário
C02788,2023-09-10,RJ,Sudeste,Intermediário
C02789,2022-06-08,PR,Sul,Mass Market
C02790,2023-04-17,MG,Sudeste,Mass Market
C02791,2022-05-29,SC,Sul,Intermediário
C02792,2022-12-05,PA,Norte,Premium
C02793,2024-02-06,CE,Nordeste,Premium
C02794,2023-08-10,MT,Centro-Oeste,Mass Market
C02795,2025-07-06,SP,Sudeste,Mass Market
C02796,2023-02-28,PR,Sul,Mass Market
C02797,2022-01-10,PE,Nordeste,Mass Market
C02798,2022-02-28,MA,Nordeste,Mass Market
C02799,2023-12-19,SC,Sul,Intermediário
C02800,2024-10-09,DF,Centro-Oeste,Mass Market
C02801,2024-08-11,CE,Nordeste,Intermediário
C02802,2025-05-19,SP,Sudeste,Intermediário
C02803,2023-01-26,SP,Sudeste,Intermediário
C02804,2023-12-07,RS,Sul,Mass Market
C02805,2022-11-06,RS,Sul,Premium
C02806,2022-05-07,RJ,Sudeste,Mass Market
C02807,2024-07-26,RS,Sul,Premium
C02808,2025-05-06,RJ,Sudeste,Mass Market
C02809,2024-04-28,PE,Nordeste,Mass Market
C02810,2022-04-05,DF,Centro-Oeste,Mass Market
C02811,2022-08-30,PB,Nordeste,Intermediário
C02812,2023-07-01,GO,Centro-Oeste,Mass Market
C02813,2024-07-27,MG,Sudeste,Mass Market
C02814,2023-12-15,CE,Nordeste,Mass Market
C02815,2022-11-05,GO,Centro-Oeste,Mass Market
C02816,2022-06-24,PE,Nordeste,Mass Market
C02817,2024-06-03,SP,Sudeste,Mass Market
C02818,2024-10-24,SP,Sudeste,Premium
C02819,2024-03-19,SP,Sudeste,Intermediário
C02820,2023-08-29,SP,Sudeste,Mass Market
C02821,2024-05-06,RJ,Sudeste,Intermediário
C02822,2022-02-18,MA,Nordeste,Mass Market
C02823,2023-01-08,SC,Sul,Mass Market
C02824,2023-12-29,SP,Sudeste,Premium
C02825,2023-07-27,PR,Sul,Mass Market
C02826,2022-10-22,PA,Norte,Mass Market
C02827,2023-04-05,MG,Sudeste,Mass Market
C02828,2023-07-24,MT,Centro-Oeste,Mass Market
C02829,2024-06-24,ES,Sudeste,Mass Market
C02830,2025-06-20,AL,Nordeste,Mass Market
C02831,2024-10-22,RS,Sul,Mass Market
C02832,2025-02-06,SP,Sudeste,Mass Market
C02833,2023-06-19,PE,Nordeste,Premium
C02834,2025-12-03,GO,Centro-Oeste,Intermediário
C02835,2024-11-27,SC,Sul,Intermediário
C02836,2025-07-03,GO,Centro-Oeste,Intermediário
C02837,2024-10-09,PR,Sul,Mass Market
C02838,2025-01-18,GO,Centro-Oeste,Intermediário
C02839,2022-12-21,RJ,Sudeste,Intermediário
C02840,2025-07-20,RJ,Sudeste,Mass Market
C02841,2022-10-15,RJ,Sudeste,Mass Market
C02842,2022-10-21,GO,Centro-Oeste,Intermediário
C02843,2025-03-31,MG,Sudeste,Mass Market
C02844,2023-09-07,PR,Sul,Mass Market
C02845,2022-11-30,PR,Sul,Premium
C02846,2022-01-09,MG,Sudeste,Mass Market
C02847,2024-12-25,RN,Nordeste,Mass Market
C02848,2023-03-10,SP,Sudeste,Premium
C02849,2024-02-12,SC,Sul,Mass Market
C02850,2022-03-21,SP,Sudeste,Mass Market
C02851,2024-11-26,PR,Sul,Mass Market
C02852,2022-04-09,GO,Centro-Oeste,Mass Market
C02853,2022-05-15,ES,Sudeste,Mass Market
C02854,2024-07-25,MG,Sudeste,Mass Market
C02855,2022-08-06,SP,Sudeste,Mass Market
C02856,2025-07-11,SC,Sul,Mass Market
C02857,2025-09-18,MG,Sudeste,Intermediário
C02858,2022-11-16,MT,Centro-Oeste,Intermediário
C02859,2022-11-17,RS,Sul,Mass Market
C02860,2023-06-17,MG,Sudeste,Mass Market
C02861,2022-01-23,MG,Sudeste,Mass Market
C02862,2025-10-06,BA,Nordeste,Mass Market
C02863,2024-06-25,DF,Centro-Oeste,Mass Market
C02864,2022-07-11,SP,Sudeste,Intermediário
C02865,2023-08-06,MG,Sudeste,Mass Market
C02866,2024-12-24,SP,Sudeste,Intermediário
C02867,2025-11-26,MA,Nordeste,Intermediário
C02868,2022-10-28,PE,Nordeste,Mass Market
C02869,2024-11-24,BA,Nordeste,Intermediário
C02870,2022-06-01,SP,Sudeste,Mass Market
C02871,2023-04-11,CE,Nordeste,Intermediário
C02872,2025-03-25,BA,Nordeste,Mass Market
C02873,2023-11-28,PE,Nordeste,Mass Market
C02874,2025-12-15,MT,Centro-Oeste,Mass Market
C02875,2022-11-19,MG,Sudeste,Mass Market
C02876,2022-01-31,SP,Sudeste,Mass Market
C02877,2025-11-09,BA,Nordeste,Mass Market
C02878,2024-02-07,GO,Centro-Oeste,Intermediário
C02879,2022-10-29,MG,Sudeste,Premium
C02880,2025-12-29,SP,Sudeste,Mass Market
C02881,2022-11-02,SP,Sudeste,Mass Market
C02882,2025-10-19,MG,Sudeste,Intermediário
C02883,2024-02-01,RJ,Sudeste,Intermediário
C02884,2022-02-03,RJ,Sudeste,Mass Market
C02885,2025-07-03,BA,Nordeste,Mass Market
C02886,2025-12-14,SP,Sudeste,Intermediário
C02887,2022-02-14,BA,Nordeste,Intermediário
C02888,2023-05-06,SP,Sudeste,Mass Market
C02889,2022-07-08,PR,Sul,Mass Market
C02890,2025-05-01,PA,Norte,Mass Market
C02891,2023-07-26,MG,Sudeste,Intermediário
C02892,2025-11-03,BA,Nordeste,Mass Market
C02893,2025-01-02,RS,Sul,Mass Market
C02894,2023-11-12,DF,Centro-Oeste,Mass Market
C02895,2024-03-06,PR,Sul,Mass Market
C02896,2023-09-29,SP,Sudeste,Mass Market
C02897,2024-03-12,PR,Sul,Intermediário
C02898,2023-09-16,GO,Centro-Oeste,Intermediário
C02899,2023-11-02,RS,Sul,Premium
C02900,2025-10-29,MG,Sudeste,Mass Market
C02901,2022-01-03,AL,Nordeste,Mass Market
C02902,2023-04-24,PR,Sul,Mass Market
C02903,2022-03-10,RJ,Sudeste,Intermediário
C02904,2023-02-06,PE,Nordeste,Intermediário
C02905,2023-05-21,SP,Sudeste,Intermediário
C02906,2025-05-04,PE,Nordeste,Mass Market
C02907,2022-03-12,GO,Centro-Oeste,Mass Market
C02908,2024-06-23,MA,Nordeste,Intermediário
C02909,2025-06-22,RJ,Sudeste,Mass Market
C02910,2022-08-17,DF,Centro-Oeste,Mass Market
C02911,2022-02-02,GO,Centro-Oeste,Intermediário
C02912,2023-09-01,MG,Sudeste,Intermediário
C02913,2023-02-15,RJ,Sudeste,Intermediário
C02914,2022-06-25,RS,Sul,Intermediário
C02915,2025-01-13,PI,Nordeste,Mass Market
C02916,2023-12-15,RJ,Sudeste,Intermediário
C02917,2023-10-07,SC,Sul,Intermediário
C02918,2025-11-16,GO,Centro-Oeste,Mass Market
C02919,2022-02-17,RJ,Sudeste,Mass Market
C02920,2022-04-15,CE,Nordeste,Mass Market
C02921,2023-08-10,SP,Sudeste,Mass Market
C02922,2022-02-15,SP,Sudeste,Mass Market
C02923,2025-05-03,SP,Sudeste,Mass Market
C02924,2022-02-05,CE,Nordeste,Mass Market
C02925,2022-03-14,MG,Sudeste,Intermediário
C02926,2025-05-22,SP,Sudeste,Intermediário
C02927,2023-08-27,SP,Sudeste,Mass Market
C02928,2025-05-02,MA,Nordeste,Mass Market
C02929,2024-06-24,SE,Nordeste,Mass Market
C02930,2023-08-06,MG,Sudeste,Mass Market
C02931,2024-08-09,DF,Centro-Oeste,Premium
C02932,2022-07-19,MG,Sudeste,Mass Market
C02933,2024-01-10,MS,Centro-Oeste,Intermediário
C02934,2025-01-03,GO,Centro-Oeste,Mass Market
C02935,2024-03-03,DF,Centro-Oeste,Intermediário
C02936,2022-11-30,PA,Norte,Premium
C02937,2023-07-14,PE,Nordeste,Intermediário
C02938,2025-06-26,MG,Sudeste,Mass Market
C02939,2025-05-31,SP,Sudeste,Intermediário
C02940,2023-06-16,PE,Nordeste,Mass Market
C02941,2025-07-02,GO,Centro-Oeste,Mass Market
C02942,2024-07-08,PR,Sul,Intermediário
C02943,2025-10-14,SP,Sudeste,Intermediário
C02944,2024-02-15,PE,Nordeste,Intermediário
C02945,2025-09-05,GO,Centro-Oeste,Mass Market
C02946,2024-10-10,SP,Sudeste,Mass Market
C02947,2025-12-24,MA,Nordeste,Mass Market
C02948,2025-05-06,RS,Sul,Mass Market
C02949,2022-11-06,SP,Sudeste,Intermediário
C02950,2023-08-23,MG,Sudeste,Premium
C02951,2023-08-21,SP,Sudeste,Mass Market
C02952,2023-06-28,RJ,Sudeste,Mass Market
C02953,2023-01-25,SP,Sudeste,Mass Market
C02954,2022-01-28,MT,Centro-Oeste,Premium
C02955,2025-05-20,RS,Sul,Mass Market
C02956,2023-05-27,PA,Norte,Intermediário
C02957,2022-06-06,RJ,Sudeste,Mass Market
C02958,2023-05-21,GO,Centro-Oeste,Intermediário
C02959,2022-09-27,MG,Sudeste,Mass Market
C02960,2023-12-21,MT,Centro-Oeste,Mass Market
C02961,2023-12-02,MG,Sudeste,Mass Market
C02962,2022-06-20,RS,Sul,Premium
C02963,2023-11-04,PR,Sul,Mass Market
C02964,2022-12-25,GO,Centro-Oeste,Mass Market
C02965,2022-02-10,ES,Sudeste,Mass Market
C02966,2023-09-15,CE,Nordeste,Mass Market
C02967,2023-09-03,MG,Sudeste,Mass Market
C02968,2025-11-21,SP,Sudeste,Mass Market
C02969,2025-04-26,RJ,Sudeste,Intermediário
C02970,2024-10-02,PR,Sul,Mass Market
C02971,2024-09-29,SP,Sudeste,Mass Market
C02972,2022-10-16,SC,Sul,Mass Market
C02973,2025-01-17,SP,Sudeste,Intermediário
C02974,2023-01-29,SP,Sudeste,Intermediário
C02975,2023-05-03,RN,Nordeste,Intermediário
C02976,2025-04-21,BA,Nordeste,Premium
C02977,2022-02-09,SP,Sudeste,Mass Market
C02978,2023-04-24,CE,Nordeste,Premium
C02979,2025-02-09,BA,Nordeste,Intermediário
C02980,2023-08-27,MG,Sudeste,Mass Market
C02981,2022-05-06,AC,Norte,Mass Market
C02982,2023-11-28,SP,Sudeste,Mass Market
C02983,2023-05-14,CE,Nordeste,Mass Market
C02984,2024-07-23,SP,Sudeste,Mass Market
C02985,2022-05-31,RJ,Sudeste,Intermediário
C02986,2024-07-14,SP,Sudeste,Intermediário
C02987,2025-08-12,GO,Centro-Oeste,Intermediário
C02988,2025-07-13,DF,Centro-Oeste,Mass Market
C02989,2024-01-05,PR,Sul,Mass Market
C02990,2022-01-02,SP,Sudeste,Intermediário
C02991,2025-07-23,DF,Centro-Oeste,Premium
C02992,2024-08-26,MG,Sudeste,Mass Market
C02993,2022-06-16,PR,Sul,Mass Market
C02994,2025-04-06,RS,Sul,Mass Market
C02995,2023-12-20,CE,Nordeste,Mass Market
C02996,2024-02-18,PA,Norte,Mass Market
C02997,2025-03-29,MT,Centro-Oeste,Intermediário
